"","ClusterIndex","Probability","OffspringID","FatherID","MotherID"
"795","472",1,"NR3_01_07","*472","#472"
"796","473",1,"NR3_01_08","*473","#473"
"797","473",1,"PM7_62_01","*473","#473"
"798","474",1,"NR3_01_09","*474","#474"
"799","474",1,"PM4_67_01","*474","#474"
"800","475",1,"NR3_01_10","*475","#475"
"801","475",1,"NR7_24_01","*475","#475"
"802","475",1,"SD7_24_02","*475","#475"
"803","476",1,"NR3_01_12","*476","#476"
"804","476",1,"NR3_02_04","*476","#476"
"805","476",1,"NR3_02_09","*476","#476"
"806","477",1,"NR3_01_13","*477","#477"
"807","477",1,"NR6_24_01","*477","#477"
"808","478",1,"NR3_02_01","*478","#478"
"809","478",1,"W18_11_01","*478","#478"
"810","479",1,"NR3_02_05","*479","#479"
"811","479",1,"NR8_27_02","*479","#479"
"812","480",1,"NR3_02_08","*480","#480"
"813","481",1,"NR3_02_10","*481","#481"
"814","481",1,"SD7_39_03","*481","#481"
"815","482",1,"NR3_02_11","*482","#482"
"816","482",1,"PM5_48_04","*482","#482"
"817","483",1,"NR3_09_01","*483","#483"
"818","484",1,"NR3_14B_03","*484","#484"
"819","485",1,"NR3_16_01","*485","#485"
"820","485",1,"NR7_43_02","*485","#485"
"821","485",1,"NR8_43_01","*485","#485"
"822","485",1,"NR9_16_03","*485","#485"
"823","486",1,"NR3_16_02","*486","#486"
"824","486",1,"NR8_01_05","*486","#486"
"825","487",1,"NR3_16_06","*487","#487"
"826","488",1,"NR3_23_02","*488","#488"
"827","901",0.9322,"NR3_27_01","*489","#489"
"828","902",0.9322,"NR17_01_01","*489","#489"
"829","490",1,"NR3_29_01","*490","#490"
"830","490",1,"SD6_28_02","*490","#490"
"831","491",1,"NR3_29_03","*491","#491"
"832","491",1,"NR7_14A_01","*491","#491"
"833","491",1,"NR9_10_01","*491","#491"
"834","492",1,"NR4_24_01","*492","#492"
"835","492",1,"NR19_44_01","*492","#492"
"836","493",1,"NR4_29_01","*493","#493"
"837","494",1,"NR5_04A_02","*494","#494"
"838","495",1,"NR5_06A_01","*495","#495"
"839","496",1,"NR5_07A_02","*496","#496"
"840","496",1,"NR8_06A_01","*496","#496"
"841","496",1,"NR9_06A_02","*496","#496"
"842","497",1,"NR5_07A_05","*497","#497"
"843","498",1,"NR5_07A_07","*498","#498"
"844","498",1,"NR14_23_01","*498","#498"
"845","499",1,"NR5_07A_08","*499","#499"
"846","500",1,"NR5_07A_09","*500","#500"
"847","500",1,"NR5_07A_12","*500","#500"
"848","501",1,"NR5_07A_10","*501","#501"
"849","502",1,"NR5_17B_01","*502","#502"
"850","502",1,"W14_16_02","*502","#502"
"851","503",0.9874,"NR6_01_02","*503","#503"
"852","504",1,"NR6_07A_06","*504","#504"
"853","903",0.3674,"NR6_16_01","*505","#505"
"854","904",0.3674,"W7_32_01","*505","#505"
"855","506",1,"NR6_16_02","*506","#506"
"856","506",1,"NR6_16_03","*506","#506"
"857","506",1,"NR9_16_01","*506","#506"
"858","506",1,"NR10_16_01","*506","#506"
"859","507",1,"NR6_16_05","*507","#507"
"860","507",1,"PM15_47_01","*507","#507"
"861","508",1,"NR6_16_06","*508","#508"
"862","509",1,"NR6_16_07","*509","#509"
"863","509",1,"NR8_20_07","*509","#509"
"864","509",1,"NR9_16_02","*509","#509"
"865","509",1,"NR10_08A_01","*509","#509"
"866","510",1,"NR6_16_08","*510","#510"
"867","511",1,"NR6_16_09","*511","#511"
"868","512",1,"NR6_16_10","*512","#512"
"869","512",1,"NR7_25_03","*512","#512"
"870","513",1,"NR6_20_01","*513","#513"
"871","513",1,"W14_15_01","*513","#513"
"872","514",1,"NR6_22_01","*514","#514"
"873","515",1,"NR6_22_02","*515","#515"
"874","515",1,"NR8_24_03","*515","#515"
"875","516",1,"NR6_23_03","*516","#516"
"876","516",1,"NR7_09_01","*516","#516"
"877","516",1,"NR9_22_04","*516","#516"
"878","517",1,"NR6_25_02","*517","#517"
"879","518",1,"NR6_43_01","*518","#518"
"880","518",1,"NR6_43_02","*518","#518"
"881","518",1,"NR6_43_03","*518","#518"
"882","518",1,"NR7_43_03","*518","#518"
"883","518",1,"NR7_43_04","*518","#518"
"884","518",1,"NR9_43_02","*518","#518"
"885","518",1,"NR9_43_03","*518","#518"
"886","519",1,"NR7_03_05","*519","#519"
"887","519",1,"NR7_27_01","*519","#519"
"888","519",1,"NR9_03_01","*519","#519"
"889","519",1,"NR9_03_02","*519","#519"
"890","520",1,"NR7_08A_10","*520","#520"
"891","521",1,"NR7_09_02","*521","#521"
"892","905",0.7137,"NR7_09_03","*522","#522"
"893","523",1,"NR7_14A_02","*523","#523"
"894","524",1,"NR7_20_01","*524","#524"
"895","525",1,"NR7_25_01","*525","#525"
"896","526",1,"NR7_25_02","*526","#526"
"897","526",1,"NR16_05A_01","*526","#526"
"898","527",1,"NR7_25_06","*527","#527"
"899","527",1,"W4_30_01","*527","#527"
"900","528",1,"NR7_27_02","*528","#528"
"901","529",1,"NR7_28_01","*529","#529"
"902","529",1,"NR8_04A_04","*529","#529"
"903","906",0.7356,"NR7_29_01","*530","#530"
"904","531",1,"NR7_29_02","*531","#531"
"905","531",1,"PM15_70_03","*531","#531"
"906","532",1,"NR7_29_03","*532","#532"
"907","532",1,"W10_08_04","*532","#532"
"908","533",1,"NR7_29_04","*533","#533"
"909","534",1,"NR7_29_05","*534","#534"
"910","534",1,"NR10_27_01","*534","#534"
"911","535",0.9954,"NR7_29_06","*535","#535"
"912","536",1,"NR7_31_01","*536","#536"
"913","536",1,"NR9_14A_03","*536","#536"
"914","537",1,"NR8_01_01","*537","#537"
"915","538",1,"NR8_01_02","*538","#538"
"916","539",1,"NR8_01_03","*539","#539"
"917","540",1,"NR8_01_04","*540","#540"
"918","540",1,"W2_15_01","*540","#540"
"919","541",0.9798,"NR8_01_06","*541","#541"
"920","542",1,"NR8_01_08","*542","#542"
"921","542",1,"NR14_44_01","*542","#542"
"922","543",1,"NR8_01_09","*543","#543"
"923","544",1,"NR8_03_02","*544","#544"
"924","544",1,"PM8_43_01","*544","#544"
"925","907",0.7356,"NR8_03_03","*545","#545"
"926","908",0.7356,"NR8_04A_02","*545","#545"
"927","546",1,"NR8_03_04","*546","#546"
"928","547",1,"NR8_05A_02","*547","#547"
"929","548",1,"NR8_05A_04","*548","#548"
"930","548",1,"NR8_20_02","*548","#548"
"931","549",1,"NR8_05A_05","*549","#549"
"932","549",1,"NR8_10_02","*549","#549"
"933","550",1,"NR8_08A_01","*550","#550"
"934","550",1,"PM2_67_02","*550","#550"
"935","551",1,"NR8_09_02","*551","#551"
"936","551",1,"SD9_08_01","*551","#551"
"937","552",1,"NR8_10_01","*552","#552"
"938","553",1,"NR8_10_03","*553","#553"
"939","553",1,"W4_21_03","*553","#553"
"940","554",1,"NR8_16_02","*554","#554"
"941","554",1,"NR9_05A_03","*554","#554"
"942","554",1,"NR10_06A_02","*554","#554"
"943","555",1,"NR8_20_01","*555","#555"
"944","556",1,"NR8_20_03","*556","#556"
"945","556",1,"SD7_37_02","*556","#556"
"946","557",1,"NR8_20_04","*557","#557"
"947","557",1,"NR14_18_03","*557","#557"
"948","557",1,"NR17_43_04","*557","#557"
"949","558",1,"NR8_20_05","*558","#558"
"950","558",1,"NR9_14A_02","*558","#558"
"951","559",1,"NR8_20_06","*559","#559"
"952","560",1,"NR8_24_05","*560","#560"
"953","561",1,"NR8_29_02","*561","#561"
"954","562",1,"NR8_43_02","*562","#562"
"955","562",1,"NR9_43_01","*562","#562"
"956","562",1,"NR10_43_01","*562","#562"
"957","563",0.9942,"NR9_01_01","*563","#563"
"958","563",0.9942,"NR9_20_01","*563","#563"
"959","564",1,"NR9_01_02","*564","#564"
"960","564",1,"NR14_03_01","*564","#564"
"961","565",1,"NR9_01_04","*565","#565"
"962","565",1,"NR9_20_02","*565","#565"
"963","566",1,"NR9_04A_01","*566","#566"
"964","567",1,"NR9_05A_01","*567","#567"
"965","568",1,"NR9_06A_01","*568","#568"
"966","569",1,"NR9_08A_01","*569","#569"
"967","569",1,"SD9_33A_01","*569","#569"
"968","570",1,"NR9_09_01","*570","#570"
"969","570",1,"PM8_53_01","*570","#570"
"970","571",1,"NR9_10_04","*571","#571"
"971","571",1,"NR9_12_01","*571","#571"
"972","571",1,"NR10_10_01","*571","#571"
"973","572",1,"NR9_12_02","*572","#572"
"974","572",1,"W15_02_02","*572","#572"
"975","573",1,"NR9_20_04","*573","#573"
"976","574",1,"NR9_22_05","*574","#574"
"977","574",1,"NR9_24_02","*574","#574"
"978","574",1,"SD9_24_02","*574","#574"
"979","575",1,"NR9_22_06","*575","#575"
"980","575",1,"NR10_22_03","*575","#575"
"981","576",1,"NR9_24_01","*576","#576"
"982","576",1,"NR10_04A_01","*576","#576"
"983","577",1,"NR9_24_03","*577","#577"
"984","577",1,"PM10_60_01","*577","#577"
"985","578",1,"NR9_25_01","*578","#578"
"986","579",1,"NR9_27_01","*579","#579"
"987","580",1,"NR9_29_01","*580","#580"
"988","580",1,"NR14_18_01","*580","#580"
"989","581",1,"NR9_32_01","*581","#581"
"990","581",1,"SD10_01_01","*581","#581"
"991","582",1,"NR10_06A_01","*582","#582"
"992","583",1,"NR10_06A_03","*583","#583"
"993","584",1,"NR10_14A_02","*584","#584"
"994","584",1,"SD10_30_09","*584","#584"
"995","585",1,"NR10_15A_01","*585","#585"
"996","586",1,"NR10_22_02","*586","#586"
"997","586",1,"SD6_24_10","*586","#586"
"998","909",0.6837,"NR10_23_02","*587","#587"
"999","910",0.6837,"SD3_37_01","*587","#587"
"1000","588",1,"NR10_24_02","*588","#588"
"1001","589",1,"NR10_29_01","*589","#589"
"1002","589",1,"NR14_10_01","*589","#589"
"1003","590",1,"NR13_17A_01","*590","#590"
"1004","591",1,"NR13_20_01","*591","#591"
"1005","592",1,"NR13_43_01","*592","#592"
"1006","593",1,"NR14_04A_01","*593","#593"
"1007","594",1,"NR14_06A_01","*594","#594"
"1008","595",1,"NR14_17A_01","*595","#595"
"1009","596",1,"NR14_17A_02","*596","#596"
"1010","597",1,"NR15_16_01","*597","#597"
"1011","598",1,"NR16_08_01","*598","#598"
"1012","599",0.9918,"NR17_19_01","*599","#599"
"1013","600",1,"NR18_43_01","*600","#600"
"1014","601",1,"PM1_20_01","*601","#601"
"1015","602",1,"PM1_22_01","*602","#602"
"1016","602",1,"PM6_59_02","*602","#602"
"1017","603",1,"PM2_40_01","*603","#603"
"1018","603",1,"PM8_71_01","*603","#603"
"1019","603",1,"PM9_71_01","*603","#603"
"1020","603",1,"PM10_61_01","*603","#603"
"1021","604",1,"PM2_42_01","*604","#604"
"1022","604",1,"PM7_61_02","*604","#604"
"1023","605",1,"PM2_43_01","*605","#605"
"1024","605",1,"PM6_46_02","*605","#605"
"1025","605",1,"PM6_57_01","*605","#605"
"1026","605",1,"PM7_72A_02","*605","#605"
"1027","606",1,"PM2_65_01","*606","#606"
"1028","606",1,"PM5_43_02","*606","#606"
"1029","606",1,"PM9_61_02","*606","#606"
"1030","607",1,"PM2_67_01","*607","#607"
"1031","608",1,"PM3_45_01","*608","#608"
"1032","609",1,"PM3_53_05","*609","#609"
"1033","610",1,"PM3_67_02","*610","#610"
"1034","611",1,"PM4_46_01","*611","#611"
"1035","612",1,"PM4_46_02","*612","#612"
"1036","612",1,"PM8_72A_01","*612","#612"
"1037","613",1,"PM4_47_02","*613","#613"
"1038","613",1,"PM9_63_03","*613","#613"
"1039","613",1,"PM10_63_01","*613","#613"
"1040","613",1,"PM11_63_01","*613","#613"
"1041","613",1,"PM14_62_01","*613","#613"
"1042","614",1,"PM4_48_04","*614","#614"
"1043","615",1,"PM4_51A_01","*615","#615"
"1044","615",1,"PM4_51A_02","*615","#615"
"1045","911",0.8121,"PM4_65_03","*616","#616"
"1046","912",0.7356,"PM5_71_01","*617","#617"
"1047","618",1,"PM5_71_02","*618","#618"
"1048","619",1,"PM6_46_01","*619","#619"
"1049","619",1,"PM8_46_02","*619","#619"
"1050","620",1,"PM6_46_03","*620","#620"
"1051","620",1,"PM7_61_01","*620","#620"
"1052","620",1,"PM9_46_01","*620","#620"
"1053","621",1,"PM6_46_04","*621","#621"
"1054","621",1,"SD9_25_02","*621","#621"
"1055","622",1,"PM6_46_05","*622","#622"
"1056","622",1,"PM8_46_01","*622","#622"
"1057","622",1,"PM9_46_02","*622","#622"
"1058","623",1,"PM6_53_01","*623","#623"
"1059","623",1,"PM7_67_01","*623","#623"
"1060","623",1,"PM8_52A_01","*623","#623"
"1061","913",0.7356,"PM6_54A_01","*624","#624"
"1062","914",0.7356,"SD9_35_04","*624","#624"
"1063","915",0.7356,"W10_08_03","*624","#624"
"1064","625",1,"PM6_55_01","*625","#625"
"1065","625",1,"PM9_55_02","*625","#625"
"1066","916",0.4612,"PM6_55_02","*626","#626"
"1067","917",0.4612,"PM8_52A_03","*626","#626"
"1068","918",0.4612,"SD6_26_02","*626","#626"
"1069","627",1,"PM6_59_01","*627","#627"
"1070","628",1,"PM6_59_03","*628","#628"
"1071","628",1,"W9_19_02","*628","#628"
"1072","629",1,"PM6_61_01","*629","#629"
"1073","630",1,"PM6_62_02","*630","#630"
"1074","630",1,"PM6_63_03","*630","#630"
"1075","630",1,"PM9_62_05","*630","#630"
"1076","630",1,"PM9_63_02","*630","#630"
"1077","631",1,"PM6_62_03","*631","#631"
"1078","631",1,"PM6_63_02","*631","#631"
"1079","632",1,"PM6_63_01","*632","#632"
"1080","632",1,"PM10_62_01","*632","#632"
"1081","633",1,"PM7_48_02","*633","#633"
"1082","634",1,"PM7_63_02","*634","#634"
"1083","635",1,"PM7_63_03","*635","#635"
"1084","635",1,"W9_11_07","*635","#635"
"1085","919",0.7356,"PM7_65_03","*636","#636"
"1086","920",0.7356,"SD9_28_05","*636","#636"
"1087","637",1,"PM7_71_01","*637","#637"
"1088","638",1,"PM7_71_02","*638","#638"
"1089","639",1,"PM7_71_03","*639","#639"
"1090","639",1,"W5_32_01","*639","#639"
"1091","640",1,"PM7_72A_01","*640","#640"
"1092","640",1,"SD9_28_03","*640","#640"
"1093","641",1,"PM8_40_01","*641","#641"
"1094","642",1,"PM8_51A_01","*642","#642"
"1095","642",1,"SD7_12A_01","*642","#642"
"1096","643",1,"PM8_53_02","*643","#643"
"1097","643",1,"PM9_53_01","*643","#643"
"1098","644",1,"PM8_56_01","*644","#644"
"1099","645",1,"PM8_59_01","*645","#645"
"1100","646",1,"PM8_62_01","*646","#646"
"1101","646",1,"PM13_52_03","*646","#646"
"1102","647",1,"PM8_62_02","*647","#647"
"1103","921",0.9188,"PM8_64_02","*648","#648"
"1104","922",0.9188,"W11_16_02","*648","#648"
"1105","649",1,"PM8_71_02","*649","#649"
"1106","650",1,"PM9_47_01","*650","#650"
"1107","650",1,"W9_33_02","*650","#650"
"1108","651",1,"PM9_54A_01","*651","#651"
"1109","652",1,"PM9_55_01","*652","#652"
"1110","652",1,"SD6_03_08","*652","#652"
"1111","653",1,"PM9_59_02","*653","#653"
"1112","923",0.7356,"PM9_61_01","*654","#654"
"1113","924",0.7356,"SD9_24_06","*654","#654"
"1114","655",1,"PM9_61_03","*655","#655"
"1115","655",1,"PM15_40_01","*655","#655"
"1116","656",1,"PM9_61_04","*656","#656"
"1117","657",1,"PM9_62_03","*657","#657"
"1118","925",0.9183,"PM9_62_04","*658","#658"
"1119","926",0.9183,"W6_16_05","*658","#658"
"1120","659",1,"PM9_63_01","*659","#659"
"1121","659",1,"PM14_57_01","*659","#659"
"1122","927",0.9329,"PM10_56_01","*660","#660"
"1123","661",1,"PM13_52_01","*661","#661"
"1124","661",1,"SD10_28_03","*661","#661"
"1125","662",1,"PM14_57_02","*662","#662"
"1126","663",1,"PM14_63_02","*663","#663"
"1127","664",1,"PM15_40_02","*664","#664"
"1128","664",1,"SD7_26_05","*664","#664"
"1129","665",1,"PM15_52A_01","*665","#665"
"1130","666",1,"PM15_59_01","*666","#666"
"1131","667",1,"PM15_65_01","*667","#667"
"1132","668",1,"PM15_70_01","*668","#668"
"1133","669",1,"PM15_70_02","*669","#669"
"1134","670",1,"PM15_70_04","*670","#670"
"1135","928",0.9035,"SD2_16_03","*671","#671"
"1136","672",1,"SD2_39_11","*672","#672"
"1137","672",1,"SD3_39_29","*672","#672"
"1138","929",0.9035,"SD3_08_02","*673","#673"
"1139","674",1,"SD3_08_03","*674","#674"
"1140","675",1,"SD3_08_04","*675","#675"
"1141","676",0.9874,"SD3_39_31","*676","#676"
"1142","677",1,"SD3_40_13","*677","#677"
"1143","678",1,"SD4_13_02","*678","#678"
"1144","679",0.9849,"SD4_24_01","*679","#679"
"1145","930",0.9489,"SD4_39_07","*680","#680"
"1146","681",1,"SD4_39_13","*681","#681"
"1147","682",1,"SD4_40_02","*682","#682"
"1148","682",1,"SD5_24_01","*682","#682"
"1149","682",1,"SD6_12A_01","*682","#682"
"1150","682",1,"SD10_15_01","*682","#682"
"1151","683",1,"SD5_03_03","*683","#683"
"1152","683",1,"SD6_01_03","*683","#683"
"1153","684",1,"SD5_03_04","*684","#684"
"1154","684",1,"W9_25_02","*684","#684"
"1155","685",1,"SD5_03_05","*685","#685"
"1156","686",1,"SD5_08_01","*686","#686"
"1157","931",0.7347,"SD5_24_05","*687","#687"
"1158","932",0.7347,"SD8_29_10","*687","#687"
"1159","688",1,"SD5_24_11","*688","#688"
"1160","688",1,"SD7_40_04","*688","#688"
"1161","689",1,"SD5_24_12","*689","#689"
"1162","689",1,"W9_08_01","*689","#689"
"1163","690",1,"SD5_24_14","*690","#690"
"1164","691",1,"SD5_26_02","*691","#691"
"1165","692",1,"SD5_26_04","*692","#692"
"1166","693",1,"SD5_28_01","*693","#693"
"1167","694",1,"SD5_36_01","*694","#694"
"1168","695",1,"SD5_37_01","*695","#695"
"1169","695",1,"SD10_09_03","*695","#695"
"1170","696",1,"SD5_37_06","*696","#696"
"1171","697",1,"SD6_03_03","*697","#697"
"1172","698",1,"SD6_03_04","*698","#698"
"1173","698",1,"SD6_36_12","*698","#698"
"1174","698",1,"SD6_37_01","*698","#698"
"1175","698",1,"SD10_01_05","*698","#698"
"1176","698",1,"SD10_06_01","*698","#698"
"1177","699",1,"SD6_03_06","*699","#699"
"1178","700",1,"SD6_03_10","*700","#700"
"1179","700",1,"SD9_03_02","*700","#700"
"1180","701",1,"SD6_24_06","*701","#701"
"1181","701",1,"W9_01_01","*701","#701"
"1182","702",1,"SD6_24_07","*702","#702"
"1183","702",1,"W17_21_01","*702","#702"
"1184","703",1,"SD6_28_03","*703","#703"
"1185","704",1,"SD6_31A_01","*704","#704"
"1186","705",1,"SD6_33A_01","*705","#705"
"1187","705",1,"SD9_09_03","*705","#705"
"1188","706",1,"SD6_36_06","*706","#706"
"1189","706",1,"SD9_24_04","*706","#706"
"1190","707",1,"SD6_36_10","*707","#707"
"1191","707",1,"SD8_26_01","*707","#707"
"1192","707",1,"W8_35_01","*707","#707"
"1193","708",1,"SD6_36_11","*708","#708"
"1194","708",1,"SD7_28_01","*708","#708"
"1195","709",1,"SD6_36_15","*709","#709"
"1196","709",1,"SD7_39_08","*709","#709"
"1197","710",1,"SD6_36_16","*710","#710"
"1198","710",1,"SD10_30_05","*710","#710"
"1199","710",1,"SD16_16_01","*710","#710"
"1200","711",1,"SD6_37_05","*711","#711"
"1201","712",1,"SD6_37_07","*712","#712"
"1202","712",1,"W3_01_01","*712","#712"
"1203","713",1,"SD6_37_09","*713","#713"
"1204","714",1,"SD6_37_10","*714","#714"
"1205","715",1,"SD6_37_11","*715","#715"
"1206","716",1,"SD6_40_01","*716","#716"
"1207","717",1,"SD7_03_01","*717","#717"
"1208","718",1,"SD7_03_02","*718","#718"
"1209","719",1,"SD7_03_03","*719","#719"
"1210","719",1,"W4_40_01","*719","#719"
"1211","720",1,"SD7_03_04","*720","#720"
"1212","721",1,"SD7_03_05","*721","#721"
"1213","721",1,"SD10_24_01","*721","#721"
"1214","722",1,"SD7_03_06","*722","#722"
"1215","722",1,"SD7_39_15","*722","#722"
"1216","723",1,"SD7_13_01","*723","#723"
"1217","723",1,"SD7_40_02","*723","#723"
"1218","723",1,"SD8_40_06","*723","#723"
"1219","723",1,"SD9_40_02","*723","#723"
"1220","724",1,"SD7_24_01","*724","#724"
"1221","725",1,"SD7_24_04","*725","#725"
"1222","726",1,"SD7_26_08","*726","#726"
"1223","726",1,"SD10_28_04","*726","#726"
"1224","727",1,"SD7_28_02","*727","#727"
"1225","728",1,"SD7_28_06","*728","#728"
"1226","729",1,"SD7_28_07","*729","#729"
"1227","730",1,"SD7_28_13","*730","#730"
"1228","731",1,"SD7_37_08","*731","#731"
"1229","732",1,"SD7_39_02","*732","#732"
"1230","732",1,"SD8_29_03","*732","#732"
"1231","732",1,"SD10_28_01","*732","#732"
"1232","733",0.9614,"SD7_39_06","*733","#733"
"1233","733",0.9614,"SD9_30_13","*733","#733"
"1234","734",1,"SD8_18A_04","*734","#734"
"1235","734",1,"SD9_09_01","*734","#734"
"1236","735",1,"SD8_24_02","*735","#735"
"1237","736",1,"SD8_24_04","*736","#736"
"1238","736",1,"W13_09_02","*736","#736"
"1239","737",1,"SD8_24_05","*737","#737"
"1240","738",1,"SD8_24_06","*738","#738"
"1241","739",1,"SD8_29_01","*739","#739"
"1242","740",1,"SD8_29_04","*740","#740"
"1243","740",1,"SD8_36_24","*740","#740"
"1244","933",0.7845,"SD8_36_02","*741","#741"
"1245","742",1,"SD8_36_07","*742","#742"
"1246","743",1,"SD8_36_08","*743","#743"
"1247","743",1,"SD10_30_08","*743","#743"
"1248","744",1,"SD8_36_16","*744","#744"
"1249","744",1,"SD10_19_01","*744","#744"
"1250","745",1,"SD8_36_18","*745","#745"
"1251","746",1,"SD8_39_10","*746","#746"
"1252","746",1,"SD10_39_01","*746","#746"
"1253","746",1,"W8_23A_01","*746","#746"
"1254","747",1,"SD8_40_02","*747","#747"
"1255","747",1,"SD8_40_09","*747","#747"
"1256","747",1,"SD10_39_03","*747","#747"
"1257","748",1,"SD8_40_04","*748","#748"
"1258","748",1,"SD10_30_01","*748","#748"
"1259","749",1,"SD9_03_05","*749","#749"
"1260","750",1,"SD9_06_01","*750","#750"
"1261","751",1,"SD9_06_02","*751","#751"
"1262","752",1,"SD9_06_04","*752","#752"
"1263","753",1,"SD9_06_06","*753","#753"
"1264","753",1,"SD9_28_09","*753","#753"
"1265","934",0.7356,"SD9_08_03","*754","#754"
"1266","935",0.7356,"W9_33_03","*754","#754"
"1267","755",0.9918,"SD9_09_09","*755","#755"
"1268","755",0.9918,"W12_16_02","*755","#755"
"1269","936",0.8686,"SD9_16_01","*756","#756"
"1270","757",1,"SD9_26_01","*757","#757"
"1271","758",1,"SD9_26_02","*758","#758"
"1272","758",1,"SD9_31A_01","*758","#758"
"1273","937",0.7356,"SD9_26_04","*759","#759"
"1274","938",0.7356,"SD9_27_01","*760","#760"
"1275","761",1,"SD9_27_02","*761","#761"
"1276","762",1,"SD9_28_07","*762","#762"
"1277","763",1,"SD9_30_06","*763","#763"
"1278","764",1,"SD9_30_08","*764","#764"
"1279","765",1,"SD9_30_12","*765","#765"
"1280","765",1,"SD9_35_02","*765","#765"
"1281","766",1,"SD9_35_01","*766","#766"
"1282","767",1,"SD9_35_03","*767","#767"
"1283","768",1,"SD9_35_05","*768","#768"
"1284","769",1,"SD9_35_06","*769","#769"
"1285","770",1,"SD9_35_07","*770","#770"
"1286","771",1,"SD9_37_04","*771","#771"
"1287","771",1,"W6_13_01","*771","#771"
"1288","939",0.8169,"SD9_39_05","*772","#772"
"1289","773",1,"SD10_01_03","*773","#773"
"1290","774",1,"SD10_01_04","*774","#774"
"1291","774",1,"W4_36_01","*774","#774"
"1292","774",1,"W8_01_04","*774","#774"
"1293","775",1,"SD10_03_01","*775","#775"
"1294","775",1,"SD15_01_01","*775","#775"
"1295","776",1,"SD10_16_01","*776","#776"
"1296","777",1,"SD10_24_03","*777","#777"
"1297","778",1,"SD10_24_04","*778","#778"
"1298","779",1,"SD10_30_03","*779","#779"
"1299","780",1,"SD10_36_01","*780","#780"
"1300","781",1,"SD10_40_04","*781","#781"
"1301","782",1,"SD10_40_05","*782","#782"
"1302","782",1,"SD13_40_02","*782","#782"
"1303","940",0.3674,"SD13_40_03","*783","#783"
"1304","784",1,"SD15_04_01","*784","#784"
"1305","941",0.9382,"SD15_40_02","*785","#785"
"1306","942",0.9382,"W9_22A_01","*785","#785"
"1307","786",1,"SD16_02_01","*786","#786"
"1308","787",0.9954,"SD16_02_02","*787","#787"
"1309","788",1,"W4_16_01","*788","#788"
"1310","788",1,"W6_16_02","*788","#788"
"1311","789",1,"W5_12_01","*789","#789"
"1312","790",1,"W5_16_01","*790","#790"
"1313","791",1,"W5_32_02","*791","#791"
"1314","792",1,"W6_08_01","*792","#792"
"1315","793",1,"W6_16_01","*793","#793"
"1316","943",0.9183,"W6_16_04","*794","#794"
"1317","795",1,"W6_18_01","*795","#795"
"1318","795",1,"W14_17_01","*795","#795"
"1319","796",1,"W6_18_06","*796","#796"
"1320","797",1,"W7_08_02","*797","#797"
"1321","798",1,"W7_12_01","*798","#798"
"1322","798",1,"W10_12_01","*798","#798"
"1323","798",1,"W13_12_02","*798","#798"
"1324","799",1,"W7_16_01","*799","#799"
"1325","799",1,"W9_18_03","*799","#799"
"1326","800",1,"W7_25_01","*800","#800"
"1327","801",1,"W8_01_03","*801","#801"
"1328","801",1,"W9_11_05","*801","#801"
"1329","801",1,"W10_01_01","*801","#801"
"1330","801",1,"W13_01_01","*801","#801"
"1331","801",1,"W13_01_03","*801","#801"
"1332","801",1,"W13_01_04","*801","#801"
"1333","802",1,"W8_02_01","*802","#802"
"1334","803",1,"W8_08_01","*803","#803"
"1335","804",1,"W8_11_02","*804","#804"
"1336","805",1,"W8_16_01","*805","#805"
"1337","805",1,"W8_17_01","*805","#805"
"1338","805",1,"W8_17_03","*805","#805"
"1339","806",1,"W8_16_02","*806","#806"
"1340","807",1,"W8_21_01","*807","#807"
"1341","944",0.7356,"W8_24_02","*808","#808"
"1342","809",1,"W8_24_03","*809","#809"
"1343","810",1,"W8_33_01","*810","#810"
"1344","810",1,"W14_23_01","*810","#810"
"1345","811",1,"W8_35_02","*811","#811"
"1346","811",1,"W13_23_02","*811","#811"
"1347","812",1,"W9_08_02","*812","#812"
"1348","812",1,"W9_08_04","*812","#812"
"1349","812",1,"W9_12_03","*812","#812"
"1350","812",1,"W10_18_04","*812","#812"
"1351","813",1,"W9_08_03","*813","#813"
"1352","814",1,"W9_09_01","*814","#814"
"1353","814",1,"W14_30_03","*814","#814"
"1354","814",1,"W17_22_01","*814","#814"
"1355","815",1,"W9_11_03","*815","#815"
"1356","815",1,"W13_12_01","*815","#815"
"1357","816",1,"W9_11_04","*816","#816"
"1358","816",1,"W11_16_01","*816","#816"
"1359","817",1,"W9_11_06","*817","#817"
"1360","818",1,"W9_15_01","*818","#818"
"1361","818",1,"W13_16_01","*818","#818"
"1362","818",1,"W15_15_01","*818","#818"
"1363","818",1,"W15_15_02","*818","#818"
"1364","819",1,"W9_25_01","*819","#819"
"1365","820",1,"W9_33_01","*820","#820"
"1366","821",1,"W9_40_01","*821","#821"
"1367","821",1,"W10_01_02","*821","#821"
"1368","821",1,"W11_02_01","*821","#821"
"1369","821",1,"W13_01_02","*821","#821"
"1370","821",1,"W13_01_05","*821","#821"
"1371","821",1,"W13_02_02","*821","#821"
"1372","822",1,"W10_09_01","*822","#822"
"1373","823",1,"W10_16_01","*823","#823"
"1374","824",1,"W10_16_04","*824","#824"
"1375","824",1,"W13_09_01","*824","#824"
"1376","825",1,"W10_17_01","*825","#825"
"1377","826",1,"W10_36_01","*826","#826"
"1378","827",1,"W12_16_01","*827","#827"
"1379","828",1,"W13_12_03","*828","#828"
